pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex105,neutral,The director mentioned the photographer near the strategists .,The strategists mentioned the director .,The director is not the strategists and the photographer is not the director .,,,,,,,,,,,,,,
ex106,neutral,The curator in front of the officer helped the officers .,The officers helped the officer .,The curator helped the officers .,,,,,,,,,,,,,,
ex107,neutral,The baker called the designer in front of the authors .,The authors called the baker .,The baker is not the authors and the designer is not the baker .,,,,,,,,,,,,,,
ex108,neutral,The artisans behind the students encouraged the animators .,The students encouraged the artisans .,The artisans encouraged the animators .,,,,,,,,,,,,,,
ex109,neutral,The artisan next to the actors supported the colorists .,The actors supported the artisan .,The artisan supported the colorists .,,,,,,,,,,,,,,
ex110,neutral,The writer in front of the banker recommended the dancer .,The dancer recommended the writer .,The writer recommended the dancer .,,,,,,,,,,,,,,
ex111,neutral,The lawyer admired the doctors behind the presidents .,The presidents admired the lawyer .,The lawyer is not the presidents and the doctors is not the lawyer .,,,,,,,,,,,,,,
ex112,neutral,The therapists in front of the administrator called the author .,The administrator called the therapists .,The therapists called the author .,,,,,,,,,,,,,,
ex113,neutral,The musicians near the artist introduced the secretaries .,The secretaries introduced the artist .,The musicians introduced the secretaries .,,,,,,,,,,,,,,
ex114,neutral,The authors behind the baker called the essayists .,The essayists called the authors .,The authors called the essayists .,,,,,,,,,,,,,,
ex115,neutral,The secretary next to the planners recognized the manager .,The manager recognized the secretary .,The secretary recognized the manager .,,,,,,,,,,,,,,
ex116,neutral,The artisans admired the curators in front of the sculptor .,The curators admired the artisans .,The artisans admired the curators .,,,,,,,,,,,,,,
ex117,neutral,The planner near the photojournalist thanked the tourist .,The tourist thanked the planner .,The planner thanked the tourist .,,,,,,,,,,,,,,
ex118,neutral,The artisans supported the bakers in front of the student .,The bakers supported the student .,The artisans is not the bakers and the bakers is not the student .,,,,,,,,,,,,,,
ex119,neutral,The doctors admired the planner by the sculptors .,The sculptors admired the doctors .,The doctors is not the sculptors and the planner is not the doctors .,,,,,,,,,,,,,,
ex120,neutral,The professors avoided the scientists in front of the therapist .,The scientists avoided the professors .,The professors avoided the scientists .,,,,,,,,,,,,,,
ex121,neutral,The artist avoided the animator in front of the animators .,The animator avoided the animators .,The artist is not the animator and the animator is not the animators .,,,,,,,,,,,,,,
ex122,neutral,The essayists helped the colorists near the actor .,The colorists helped the essayists .,The essayists helped the colorists .,,,,,,,,,,,,,,
ex123,neutral,The athlete supported the photographers near the banker .,The banker supported the athlete .,The athlete is not the banker and the photographers is not the athlete .,,,,,,,,,,,,,,
ex124,neutral,The planners next to the authors mentioned the writer .,The writer mentioned the authors .,The planners mentioned the writer .,,,,,,,,,,,,,,
ex125,neutral,The administrators called the presidents by the illustrators .,The presidents called the illustrators .,The administrators is not the presidents and the presidents is not the illustrators .,,,,,,,,,,,,,,
ex126,neutral,The curators admired the illustrator behind the writer .,The writer admired the curators .,The curators is not the writer and the illustrator is not the curators .,,,,,,,,,,,,,,
ex127,neutral,The administrator next to the lawyer believed the president .,The president believed the administrator .,The administrator believed the president .,,,,,,,,,,,,,,
ex128,neutral,The photojournalists in front of the photographers recognized the lawyers .,The lawyers recognized the photojournalists .,The photojournalists recognized the lawyers .,,,,,,,,,,,,,,
ex129,neutral,The scientist admired the strategist next to the curator .,The curator admired the scientist .,The scientist is not the curator and the strategist is not the scientist .,,,,,,,,,,,,,,
ex130,neutral,The student near the secretary advised the artist .,The artist advised the student .,The student advised the artist .,,,,,,,,,,,,,,
ex131,neutral,The doctors advised the lawyers in front of the athletes .,The lawyers advised the doctors .,The doctors advised the lawyers .,,,,,,,,,,,,,,
ex132,neutral,The artist recognized the scientists next to the therapist .,The scientists recognized the artist .,The artist recognized the scientists .,,,,,,,,,,,,,,
ex133,neutral,The senators by the essayist encouraged the managers .,The essayist encouraged the senators .,The senators encouraged the managers .,,,,,,,,,,,,,,
ex134,neutral,The athlete believed the banker near the potters .,The potters believed the athlete .,The athlete is not the potters and the banker is not the athlete .,,,,,,,,,,,,,,
ex135,neutral,The senators recommended the photojournalist by the artists .,The photojournalist recommended the artists .,The senators is not the photojournalist and the photojournalist is not the artists .,,,,,,,,,,,,,,
ex136,neutral,The administrators believed the essayists behind the lawyer .,The essayists believed the administrators .,The administrators believed the essayists .,,,,,,,,,,,,,,
ex137,neutral,The athletes near the photojournalist supported the artisan .,The artisan supported the photojournalist .,The athletes supported the artisan .,,,,,,,,,,,,,,
ex138,neutral,The animator recommended the athlete behind the photographer .,The athlete recommended the photographer .,The animator is not the athlete and the athlete is not the photographer .,,,,,,,,,,,,,,
ex139,neutral,The planner behind the artist stopped the tourists .,The tourists stopped the artist .,The planner stopped the tourists .,,,,,,,,,,,,,,
ex140,neutral,The author contacted the strategist by the writers .,The writers contacted the author .,The author is not the writers and the strategist is not the author .,,,,,,,,,,,,,,
ex141,neutral,The stylist next to the doctor believed the sculptor .,The sculptor believed the doctor .,The stylist believed the sculptor .,,,,,,,,,,,,,,
ex142,neutral,The actors by the bankers mentioned the presidents .,The bankers mentioned the actors .,The actors mentioned the presidents .,,,,,,,,,,,,,,
ex143,neutral,The designer helped the administrator in front of the photographers .,The photographers helped the designer .,The designer is not the photographers and the administrator is not the designer .,,,,,,,,,,,,,,
ex144,neutral,The athlete called the managers in front of the planners .,The managers called the planners .,The athlete is not the managers and the managers is not the planners .,,,,,,,,,,,,,,
ex145,neutral,The essayist in front of the designer admired the photojournalists .,The photojournalists admired the essayist .,The essayist admired the photojournalists .,,,,,,,,,,,,,,
ex146,neutral,The scientist near the administrators avoided the essayists .,The essayists avoided the scientist .,The scientist avoided the essayists .,,,,,,,,,,,,,,
ex147,neutral,The professors called the student near the scientists .,The student called the professors .,The professors called the student .,,,,,,,,,,,,,,
ex148,neutral,The potters in front of the students introduced the judges .,The students introduced the potters .,The potters introduced the judges .,,,,,,,,,,,,,,
ex149,neutral,The illustrator next to the judge introduced the pencillers .,The pencillers introduced the illustrator .,The illustrator introduced the pencillers .,,,,,,,,,,,,,,
ex150,neutral,The planner called the dancer behind the officers .,The dancer called the officers .,The planner is not the dancer and the dancer is not the officers .,,,,,,,,,,,,,,
ex151,neutral,The manager believed the therapist in front of the administrators .,The therapist believed the administrators .,The manager is not the therapist and the therapist is not the administrators .,,,,,,,,,,,,,,
ex152,neutral,The photographers called the lawyer by the managers .,The lawyer called the photographers .,The photographers called the lawyer .,,,,,,,,,,,,,,
ex153,neutral,The senators behind the officers mentioned the baker .,The baker mentioned the senators .,The senators mentioned the baker .,,,,,,,,,,,,,,
ex154,neutral,The administrator by the photographer recognized the officer .,The officer recognized the administrator .,The administrator recognized the officer .,,,,,,,,,,,,,,
ex155,neutral,The senator next to the banker recommended the potters .,The banker recommended the senator .,The senator recommended the potters .,,,,,,,,,,,,,,
ex156,neutral,The potter thanked the photojournalists near the author .,The author thanked the potter .,The potter is not the author and the photojournalists is not the potter .,,,,,,,,,,,,,,
ex157,neutral,The manager recognized the artists next to the officers .,The officers recognized the manager .,The manager is not the officers and the artists is not the manager .,,,,,,,,,,,,,,
ex158,neutral,The singer by the doctors encouraged the illustrators .,The illustrators encouraged the singer .,The singer encouraged the illustrators .,,,,,,,,,,,,,,
ex159,neutral,The professor next to the essayist recommended the artist .,The essayist recommended the professor .,The professor recommended the artist .,,,,,,,,,,,,,,
ex160,neutral,The curators called the doctor next to the musician .,The doctor called the curators .,The curators called the doctor .,,,,,,,,,,,,,,
ex161,neutral,The writer in front of the sculptor avoided the dancer .,The sculptor avoided the writer .,The writer avoided the dancer .,,,,,,,,,,,,,,
ex162,neutral,The professor near the therapist avoided the therapists .,The therapists avoided the professor .,The professor avoided the therapists .,,,,,,,,,,,,,,
ex163,neutral,The pencillers called the doctor by the illustrator .,The illustrator called the pencillers .,The pencillers is not the illustrator and the doctor is not the pencillers .,,,,,,,,,,,,,,
ex164,neutral,The sculptors near the authors mentioned the doctor .,The doctor mentioned the authors .,The sculptors mentioned the doctor .,,,,,,,,,,,,,,
ex165,neutral,The strategist helped the lawyer next to the officer .,The lawyer helped the strategist .,The strategist helped the lawyer .,,,,,,,,,,,,,,
ex166,neutral,The artisans recommended the stylists behind the potter .,The stylists recommended the artisans .,The artisans recommended the stylists .,,,,,,,,,,,,,,
ex167,neutral,The directors next to the essayist recommended the student .,The student recommended the essayist .,The directors recommended the student .,,,,,,,,,,,,,,
ex168,neutral,The senators admired the scientists next to the illustrator .,The scientists admired the senators .,The senators admired the scientists .,,,,,,,,,,,,,,
ex169,neutral,The therapists in front of the artists believed the essayists .,The essayists believed the artists .,The therapists believed the essayists .,,,,,,,,,,,,,,
ex170,neutral,The photojournalists by the pencillers believed the planners .,The planners believed the pencillers .,The photojournalists believed the planners .,,,,,,,,,,,,,,
ex171,neutral,The baker avoided the singers behind the actors .,The actors avoided the baker .,The baker is not the actors and the singers is not the baker .,,,,,,,,,,,,,,
ex172,neutral,The baker avoided the directors behind the professors .,The directors avoided the baker .,The baker avoided the directors .,,,,,,,,,,,,,,
ex173,neutral,The judge stopped the professor behind the planners .,The professor stopped the judge .,The judge stopped the professor .,,,,,,,,,,,,,,
ex174,neutral,The banker near the curator admired the president .,The curator admired the banker .,The banker admired the president .,,,,,,,,,,,,,,
ex175,neutral,The artists next to the administrator recommended the musician .,The administrator recommended the artists .,The artists recommended the musician .,,,,,,,,,,,,,,
ex176,neutral,The senators in front of the essayists admired the planners .,The planners admired the senators .,The senators admired the planners .,,,,,,,,,,,,,,
ex177,neutral,The planner avoided the musician in front of the lyricists .,The lyricists avoided the planner .,The planner is not the lyricists and the musician is not the planner .,,,,,,,,,,,,,,
ex178,neutral,The judge supported the writers in front of the lawyer .,The lawyer supported the judge .,The judge is not the lawyer and the writers is not the judge .,,,,,,,,,,,,,,
ex179,neutral,The athlete behind the managers thanked the animators .,The animators thanked the athlete .,The athlete thanked the animators .,,,,,,,,,,,,,,
ex180,neutral,The tourist admired the curators near the students .,The curators admired the students .,The tourist is not the curators and the curators is not the students .,,,,,,,,,,,,,,
ex181,neutral,The stylist next to the colorist called the banker .,The colorist called the stylist .,The stylist called the banker .,,,,,,,,,,,,,,
ex182,neutral,The dancer behind the strategist advised the curators .,The curators advised the strategist .,The dancer advised the curators .,,,,,,,,,,,,,,
ex183,neutral,The musician thanked the doctor behind the architects .,The doctor thanked the architects .,The musician is not the doctor and the doctor is not the architects .,,,,,,,,,,,,,,
ex184,neutral,The illustrators in front of the penciller advised the curator .,The penciller advised the illustrators .,The illustrators advised the curator .,,,,,,,,,,,,,,
ex185,neutral,The artists behind the designers mentioned the lyricist .,The lyricist mentioned the artists .,The artists mentioned the lyricist .,,,,,,,,,,,,,,
ex186,neutral,The tourist advised the animator near the directors .,The animator advised the tourist .,The tourist advised the animator .,,,,,,,,,,,,,,
ex187,neutral,The artist behind the planner avoided the therapists .,The therapists avoided the planner .,The artist avoided the therapists .,,,,,,,,,,,,,,
ex188,neutral,The illustrator in front of the lyricist advised the sculptor .,The sculptor advised the illustrator .,The illustrator advised the sculptor .,,,,,,,,,,,,,,
ex189,neutral,The presidents near the photographer contacted the lyricists .,The lyricists contacted the photographer .,The presidents contacted the lyricists .,,,,,,,,,,,,,,
ex190,neutral,The stylist helped the planner next to the professor .,The planner helped the stylist .,The stylist helped the planner .,,,,,,,,,,,,,,
ex191,neutral,The tourists encouraged the lyricist in front of the students .,The students encouraged the tourists .,The tourists is not the students and the lyricist is not the tourists .,,,,,,,,,,,,,,
ex192,neutral,The photographers next to the senator called the singer .,The singer called the photographers .,The photographers called the singer .,,,,,,,,,,,,,,
ex193,neutral,The artisans behind the animators called the lawyer .,The animators called the artisans .,The artisans called the lawyer .,,,,,,,,,,,,,,
ex194,neutral,The managers near the authors supported the presidents .,The presidents supported the managers .,The managers supported the presidents .,,,,,,,,,,,,,,
ex195,neutral,The sculptor behind the colorist helped the writers .,The writers helped the sculptor .,The sculptor helped the writers .,,,,,,,,,,,,,,
ex196,neutral,The officers next to the lawyer thanked the singer .,The lawyer thanked the officers .,The officers thanked the singer .,,,,,,,,,,,,,,
ex197,neutral,The managers admired the curators near the architect .,The curators admired the architect .,The managers is not the curators and the curators is not the architect .,,,,,,,,,,,,,,
ex198,neutral,The artists by the stylists saw the planner .,The stylists saw the artists .,The artists saw the planner .,,,,,,,,,,,,,,
ex199,neutral,The tourist avoided the officers behind the colorist .,The colorist avoided the tourist .,The tourist is not the colorist and the officers is not the tourist .,,,,,,,,,,,,,,
ex200,neutral,The scientist behind the designers encouraged the doctor .,The doctor encouraged the designers .,The scientist encouraged the doctor .,,,,,,,,,,,,,,
ex201,neutral,The sculptor near the strategist saw the athletes .,The athletes saw the strategist .,The sculptor saw the athletes .,,,,,,,,,,,,,,
ex202,neutral,The curators by the author supported the dancers .,The dancers supported the curators .,The curators supported the dancers .,,,,,,,,,,,,,,
ex203,neutral,The artist advised the judges next to the singer .,The singer advised the artist .,The artist is not the singer and the judges is not the artist .,,,,,,,,,,,,,,
ex204,neutral,The artisan stopped the illustrator next to the musician .,The musician stopped the artisan .,The artisan is not the musician and the illustrator is not the artisan .,,,,,,,,,,,,,,
